siteName,siteCode,Date,PM2.5,PM10,NO2,NH3,SO2,Ozone
Najafgarh,1427,2020-06-15,40.89,135.13,11.21,27.32,12.19,20.34
Najafgarh,1427,2020-06-16,32.8,98.86,16.2,26.95,10.35,21.48
Najafgarh,1427,2020-06-17,29.69,93.26,11.72,26.35,8.18,27.65
Najafgarh,1427,2020-06-18,28.67,113.5,7.98,26.01,6.34,23.8
Najafgarh,1427,2020-06-19,48.54,270.71,6.3,23.74,7.65,18.01
Najafgarh,1427,2020-06-20,26.9,119.83,6.7,20.05,7.47,19.18
Najafgarh,1427,2020-06-21,29.03,76.67,12.68,34.47,9.21,13.59
Najafgarh,1427,2020-06-22,34.42,80.0,15.84,38.16,10.7,19.87
Najafgarh,1427,2020-06-23,22.96,57.04,8.83,25.16,9.87,19.12
Najafgarh,1427,2020-06-24,26.35,56.25,7.64,23.29,9.29,18.56
Najafgarh,1427,2020-06-25,22.89,54.56,7.26,21.41,6.7,17.0
Najafgarh,1427,2020-06-26,41.38,107.72,10.92,22.99,6.14,13.38
Najafgarh,1427,2020-06-27,32.91,144.17,9.26,23.77,7.88,11.74
Najafgarh,1427,2020-06-28,47.46,338.73,11.73,23.45,8.2,10.63
Najafgarh,1427,2020-06-29,35.07,191.4,8.89,21.12,10.56,18.03
Najafgarh,1427,2020-06-30,32.58,88.44,9.97,20.83,6.81,40.29
Najafgarh,1427,2020-07-01,46.46,129.21,8.67,31.22,8.62,41.16
Najafgarh,1427,2020-07-02,68.59,182.95,11.88,45.1,11.47,39.92
Najafgarh,1427,2020-07-03,53.27,149.37,9.31,35.17,11.28,49.4
Najafgarh,1427,2020-07-04,42.9,101.0,6.81,35.32,8.19,39.77
Najafgarh,1427,2020-07-05,28.64,50.76,9.21,31.5,9.43,44.39
Najafgarh,1427,2020-07-06,56.65,88.74,11.88,31.99,8.88,30.69
Najafgarh,1427,2020-07-07,16.87,36.02,7.89,24.58,9.1,17.99
Najafgarh,1427,2020-07-08,26.97,32.94,5.91,24.32,9.97,19.93
Najafgarh,1427,2020-07-09,24.86,42.89,11.53,16.178,10.83,21.03
Najafgarh,1427,2020-07-10,29.28,90.66,9.85,17.23,10.19,14.97
Najafgarh,1427,2020-07-11,19.74,45.36,8.45,12.57,10.92,22.48
Najafgarh,1427,2020-07-12,22.17,41.62,6.81,13.12,12.15,19.68
Najafgarh,1427,2020-07-13,30.45,121.85,8.36,14.19,10.72,15.42
Najafgarh,1427,2020-07-14,39.82,127.31,10.04,14.07,9.68,16.83
Najafgarh,1427,2020-07-15,56.12,123.43,7.78,14.81,8.95,29.87
Najafgarh,1427,2020-07-16,35.7,70.09,11.82,14.35,10.07,17.26
Najafgarh,1427,2020-07-17,55.73,92.64,13.57,17.04,10.14,16.18
Najafgarh,1427,2020-07-18,53.6,93.86,13.75,16.19,8.6,27.16
Najafgarh,1427,2020-07-19,21.24,35.69,8.43,13.36,8.69,19.95
Najafgarh,1427,2020-07-20,26.53,52.0,7.76,13.76,10.21,22.51
Najafgarh,1427,2020-07-21,38.12,50.9,15.35,16.49,10.6,9.75
Najafgarh,1427,2020-07-22,16.55,21.04,6.51,15.86,10.2,4.79
Najafgarh,1427,2020-07-23,27.71,41.47,12.68,19.48,11.01,11.49
Najafgarh,1427,2020-07-24,54.31,81.83,16.56,23.12,9.97,12.6
Najafgarh,1427,2020-07-25,31.82,54.2,11.04,23.64,7.68,13.54
Najafgarh,1427,2020-07-26,48.87,70.72,11.87,21.99,5.78,23.95
Najafgarh,1427,2020-07-27,35.63,69.49,8.29,21.56,6.99,15.77
Najafgarh,1427,2020-07-28,19.95,56.8,9.46,22.13,7.44,12.08
Najafgarh,1427,2020-07-29,25.21,83.53,15.97,20.51,8.64,11.39
Najafgarh,1427,2020-07-30,19.33,23.64,8.18,19.11,9.9,15.23
Najafgarh,1427,2020-07-31,33.09,64.34,6.722,23.4,6.76,17.79
Najafgarh,1427,2020-08-01,28.8,55.5,8.54,20.85,9.28,12.43
Najafgarh,1427,2020-08-02,19.45,44.02,6.54,21.02,8.55,12.09
Najafgarh,1427,2020-08-03,19.27,42.28,6.17,19.57,8.91,12.12
Najafgarh,1427,2020-08-04,22.42,48.26,6.82,19.8,10.1,15.44
Najafgarh,1427,2020-08-05,44.83,81.76,16.45,19.37,8.71,8.78
Najafgarh,1427,2020-08-06,14.77,37.62,7.95,18.59,6.38,9.74
Najafgarh,1427,2020-08-07,27.55,43.56,6.71,16.77,6.67,15.23
Najafgarh,1427,2020-08-08,53.59,72.85,10.66,18.36,10.31,18.34
Najafgarh,1427,2020-08-09,19.68,28.36,3.36,28.51,11.25,11.76
Najafgarh,1427,2020-08-10,30.24,45.71,8.37,32.23,9.89,13.43
Najafgarh,1427,2020-08-11,32.52,47.0,6.18,23.69,11.48,11.7
Najafgarh,1427,2020-08-12,16.62,49.14,3.29,22.78,8.8,9.42
Najafgarh,1427,2020-08-13,13.78,17.53,5.74,21.84,10.55,4.18
Najafgarh,1427,2020-08-14,17.39,43.43,18.92,13.662,12.32,4.54
Najafgarh,1427,2020-08-15,41.0,54.28,6.34,24.96,12.87,6.58
Najafgarh,1427,2020-08-16,14.434,41.53,9.15,25.01,10.63,6.6
Najafgarh,1427,2020-08-17,25.78,56.75,9.05,26.05,10.81,6.01
Najafgarh,1427,2020-08-18,25.44,47.37,16.94,32.38,10.33,10.47
Najafgarh,1427,2020-08-19,23.83,37.75,22.58,25.74,10.97,9.71
Najafgarh,1427,2020-08-20,26.43,35.24,24.98,22.34,10.04,15.73
Najafgarh,1427,2020-08-21,15.07,36.57,18.16,27.34,7.78,14.36
Najafgarh,1427,2020-08-22,8.98,32.08,9.26,28.31,11.48,12.85
Najafgarh,1427,2020-08-23,15.7,25.41,5.22,24.75,8.72,12.55
Najafgarh,1427,2020-08-24,10.04,23.89,5.58,21.81,6.63,7.952
Najafgarh,1427,2020-08-25,10.65,31.52,5.98,20.06,6.94,11.47
Najafgarh,1427,2020-08-26,5.61,17.49,6.16,18.68,7.9,11.24
Najafgarh,1427,2020-08-27,10.15,25.65,12.16,19.71,8.43,7.3
Najafgarh,1427,2020-08-28,13.98,35.64,13.66,20.26,5.7,12.17
Najafgarh,1427,2020-08-29,37.14,63.6,18.92,20.08,10.45,11.32
Najafgarh,1427,2020-08-30,14.27,33.62,7.27,18.11,8.37,6.71
Najafgarh,1427,2020-08-31,5.32,18.88,3.54,16.96,8.43,5.47
Najafgarh,1427,2020-09-01,11.34,30.61,6.81,17.27,8.28,6.37
Najafgarh,1427,2020-09-02,11.37,33.44,7.31,18.39,9.01,8.79
Najafgarh,1427,2020-09-03,30.81,67.0,9.92,19.25,7.68,8.26
Najafgarh,1427,2020-09-04,32.0,53.66,8.19,18.45,7.76,7.72
Najafgarh,1427,2020-09-05,28.16,48.26,7.31,14.56,7.67,13.16
Najafgarh,1427,2020-09-06,18.76,33.7,8.35,12.87,6.37,12.6
Najafgarh,1427,2020-09-07,36.34,62.93,13.54,21.13,7.77,8.36
Najafgarh,1427,2020-09-08,23.38,50.95,9.18,17.57,7.06,10.49
Najafgarh,1427,2020-09-09,57.44,94.36,7.74,20.92,8.01,11.85
Najafgarh,1427,2020-09-10,65.38,111.05,13.42,21.82,7.89,14.39
Najafgarh,1427,2020-09-11,88.21,136.83,11.02,15.3,7.57,11.73
Najafgarh,1427,2020-09-12,86.33,153.78,10.55,14.24,9.38,13.57
Najafgarh,1427,2020-09-13,116.02,167.22,9.05,14.45,9.24,16.02
Najafgarh,1427,2020-09-14,90.65,153.24,10.24,18.36,11.24,12.14
Najafgarh,1427,2020-09-15,58.97,122.61,11.4,26.55,7.7,16.6
Najafgarh,1427,2020-09-16,59.45,142.27,8.36,24.77,10.94,20.52
Najafgarh,1427,2020-09-17,39.57,97.97,8.45,21.35,8.75,14.71
Najafgarh,1427,2020-09-18,34.08,88.89,12.25,21.12,8.49,9.65
Najafgarh,1427,2020-09-19,41.86,110.19,12.92,19.43,9.63,14.53
Najafgarh,1427,2020-09-20,51.61,129.52,13.58,18.75,10.92,15.56
Najafgarh,1427,2020-09-21,60.66,131.02,13.49,18.88,11.01,18.59
Najafgarh,1427,2020-09-22,45.34,94.13,13.36,19.9,9.43,11.46
Najafgarh,1427,2020-09-23,26.53,68.6,14.91,21.35,11.3,13.29
Najafgarh,1427,2020-09-24,36.18,85.22,12.71,19.76,8.83,14.36
Najafgarh,1427,2020-09-25,55.23,130.97,12.38,14.64,8.94,16.67
Najafgarh,1427,2020-09-26,47.75,131.51,7.46,4.35,11.3,3.67
Najafgarh,1427,2020-09-27,25.46,93.67,5.56,5.1,8.54,3.65
Najafgarh,1427,2020-09-28,55.69,206.22,6.65,23.62,8.5,4.67
Najafgarh,1427,2020-09-29,59.43,172.97,6.42,67.45,8.72,4.41
Najafgarh,1427,2020-09-30,51.21,156.44,7.08,66.91,7.05,4.62
Najafgarh,1427,2020-10-01,52.36,165.6,12.56,90.27,9.63,10.02
Najafgarh,1427,2020-10-02,63.5,177.49,17.37,67.73,9.62,60.86
Najafgarh,1427,2020-10-03,70.45,173.38,18.14,53.75,11.59,67.97
Najafgarh,1427,2020-10-04,66.93,179.53,19.99,48.06,14.32,68.55
Najafgarh,1427,2020-10-05,66.5,192.87,20.44,46.91,14.35,68.15
Najafgarh,1427,2020-10-06,65.97,179.12,21.47,47.51,15.43,67.85
Najafgarh,1427,2020-10-07,74.3,180.76,20.19,45.85,17.19,71.33
Najafgarh,1427,2020-10-08,75.04,180.83,19.33,46.43,13.2,61.45
Najafgarh,1427,2020-10-09,81.7,187.22,21.28,57.36,15.73,66.6
Najafgarh,1427,2020-10-10,82.73,230.48,21.12,65.37,17.85,79.97
Najafgarh,1427,2020-10-11,82.13,212.18,23.11,58.6,14.11,69.47
Najafgarh,1427,2020-10-12,94.96,213.11,26.2,58.85,13.45,56.22
Najafgarh,1427,2020-10-13,114.67,249.58,29.94,74.88,11.85,67.23
Najafgarh,1427,2020-10-14,117.43,249.78,25.26,105.18,20.07,73.82
Najafgarh,1427,2020-10-15,139.15,266.29,23.77,81.25,18.69,56.42
Najafgarh,1427,2020-10-16,86.72,192.24,24.11,67.46,13.94,62.65
Najafgarh,1427,2020-10-17,115.88,234.22,29.17,69.27,14.11,51.28
Najafgarh,1427,2020-10-18,104.12,211.42,26.5,43.596,15.38,55.73
Najafgarh,1427,2020-10-19,89.47,200.68,26.2,25.71,15.28,54.2
Najafgarh,1427,2020-10-20,92.06,199.63,33.86,36.73,17.43,46.84
Najafgarh,1427,2020-10-21,92.99,218.66,42.29,33.63,17.15,51.34
Najafgarh,1427,2020-10-22,131.95,303.49,49.8,36.43,24.84,54.24
Najafgarh,1427,2020-10-23,178.12,317.01,42.25,38.93,28.55,59.01
Najafgarh,1427,2020-10-24,162.38,297.04,41.9,37.37,20.35,51.92
Najafgarh,1427,2020-10-25,171.35,320.78,52.03,38.68,25.48,39.63
Najafgarh,1427,2020-10-26,160.17,311.17,45.33,36.03,19.3,61.99
Najafgarh,1427,2020-10-27,148.25,261.76,31.4,34.61,12.04,51.25
Najafgarh,1427,2020-10-28,177.94,327.09,46.9,37.23,9.22,46.2
Najafgarh,1427,2020-10-29,221.77,335.79,48.95,37.46,15.71,16.86
Najafgarh,1427,2020-10-30,191.04,315.69,37.22,36.14,14.27,47.66
Najafgarh,1427,2020-10-31,237.17,372.71,33.71,37.04,15.83,58.47
Najafgarh,1427,2020-11-01,155.43,286.05,35.05,28.16,13.81,50.85
Najafgarh,1427,2020-11-02,105.09,205.89,38.73,27.75,16.46,39.08
Najafgarh,1427,2020-11-03,104.94,231.65,43.68,28.07,15.91,50.17
Najafgarh,1427,2020-11-04,267.79,407.21,50.58,40.38,16.19,31.86
Najafgarh,1427,2020-11-05,271.64,402.82,56.07,46.61,13.41,45.9
Najafgarh,1427,2020-11-06,229.92,354.52,62.57,37.19,14.99,41.49
Najafgarh,1427,2020-11-07,285.49,439.8,42.37,40.39,14.67,55.27
Najafgarh,1427,2020-11-08,323.96,490.81,33.5,43.86,17.1,43.53
Najafgarh,1427,2020-11-09,572.68,729.8,34.53,55.08,12.55,24.09
Najafgarh,1427,2020-11-10,430.36,556.55,33.04,42.88,13.48,35.48
Najafgarh,1427,2020-11-11,183.55,319.62,25.56,27.93,7.9,53.09
Najafgarh,1427,2020-11-12,171.87,301.61,23.82,27.78,9.01,47.8
Najafgarh,1427,2020-11-13,163.81,240.74,18.26,29.55,9.04,61.6
Najafgarh,1427,2020-11-14,324.96,436.19,22.92,37.34,14.93,65.7
Najafgarh,1427,2020-11-15,234.29,319.12,18.94,33.23,14.83,104.66
Najafgarh,1427,2020-11-16,87.35,117.64,14.4,32.14,5.55,58.3
Najafgarh,1427,2020-11-17,82.73,115.78,13.07,30.63,6.87,44.0
Najafgarh,1427,2020-11-18,112.82,157.68,18.27,31.47,5.44,58.6
Najafgarh,1427,2020-11-19,152.06,217.62,23.79,32.58,5.66,62.8
Najafgarh,1427,2020-11-20,230.89,294.45,27.18,36.43,7.74,66.72
Najafgarh,1427,2020-11-21,139.29,210.72,23.28,29.28,6.55,55.95
Najafgarh,1427,2020-11-22,116.68,190.06,25.57,27.33,6.73,52.3
Najafgarh,1427,2020-11-23,130.79,214.49,30.51,28.79,6.37,56.38
Najafgarh,1427,2020-11-24,207.12,367.01,39.6,35.58,15.2,55.43
Najafgarh,1427,2020-11-25,234.77,366.43,43.21,39.98,13.69,52.73
Najafgarh,1427,2020-11-26,123.02,174.51,24.42,33.42,9.87,46.37
Najafgarh,1427,2020-11-27,69.1,101.45,16.49,28.57,4.97,45.6
Najafgarh,1427,2020-11-28,99.73,177.46,16.09,27.5,6.06,54.1
Najafgarh,1427,2020-11-29,91.78,142.03,22.21,42.78,5.75,48.76
Najafgarh,1427,2020-11-30,133.54,198.11,14.21,25.41,11.39,66.54
Najafgarh,1427,2020-12-01,161.41,232.81,16.24,25.27,9.92,57.64
Najafgarh,1427,2020-12-02,150.57,225.68,20.79,32.2,10.76,59.57
Najafgarh,1427,2020-12-03,136.61,202.01,23.7,32.89,7.66,53.18
Najafgarh,1427,2020-12-04,184.22,285.89,22.56,34.4,11.04,43.26
Najafgarh,1427,2020-12-05,224.3,335.37,29.58,38.77,8.69,69.19
Najafgarh,1427,2020-12-06,224.98,318.61,24.22,31.83,6.91,51.07
Najafgarh,1427,2020-12-07,229.16,321.34,17.92,35.52,6.43,43.56
Najafgarh,1427,2020-12-08,140.65,184.93,12.88,39.17,5.95,51.86
Najafgarh,1427,2020-12-09,140.42,218.84,11.004,25.97,10.88,69.09
Najafgarh,1427,2020-12-10,109.71,174.56,34.44,77.91,8.54,33.66
Najafgarh,1427,2020-12-11,147.02,224.25,41.86,119.67,7.25,22.95
Najafgarh,1427,2020-12-12,200.52,271.11,31.11,133.55,4.85,27.73
Najafgarh,1427,2020-12-13,67.08,88.45,21.42,91.23,3.13,31.65
Najafgarh,1427,2020-12-14,65.32,89.74,16.77,65.16,3.04,46.86
Najafgarh,1427,2020-12-15,81.71,108.84,21.57,62.08,2.75,32.48
Najafgarh,1427,2020-12-16,104.75,142.55,22.51,53.56,3.65,28.62
Najafgarh,1427,2020-12-17,120.21,165.25,19.74,35.09,4.54,41.73
Najafgarh,1427,2020-12-18,94.57,140.1,24.92,27.0,6.1,45.69
Najafgarh,1427,2020-12-19,134.04,192.11,30.35,30.36,8.8,48.76
Najafgarh,1427,2020-12-20,132.04,192.5,31.79,31.09,9.81,46.1
Najafgarh,1427,2020-12-21,150.08,206.92,32.69,33.44,9.55,47.97
Najafgarh,1427,2020-12-22,177.27,224.29,34.89,37.98,11.28,40.77
Najafgarh,1427,2020-12-23,207.2,260.7,35.02,43.15,8.13,29.53
Najafgarh,1427,2020-12-24,175.59,221.8,30.6,39.74,6.64,36.19
Najafgarh,1427,2020-12-25,139.5,184.16,30.45,34.85,6.4,40.17
Najafgarh,1427,2020-12-26,143.5,192.18,30.17,36.95,6.64,39.65
Najafgarh,1427,2020-12-27,199.34,325.05,18.244,41.89,8.7,55.58
Najafgarh,1427,2020-12-28,81.07,221.88,28.76,31.66,5.45,30.44
Najafgarh,1427,2020-12-29,104.44,213.33,28.34,34.61,6.19,36.44
Najafgarh,1427,2020-12-30,131.68,180.65,23.61,36.72,4.67,31.29
Najafgarh,1427,2020-12-31,162.17,204.39,27.08,37.41,5.75,26.65
Najafgarh,1427,2021-01-01,262.49,328.5,56.84,38.37,9.18,20.31
Najafgarh,1427,2021-01-02,272.47,347.14,49.58,42.85,9.23,28.0
Narela,1426,2018-02-08,183.7,354.06,28.86,65.26,19.0,33.29
Narela,1426,2018-02-09,209.8,352.42,30.13,64.15,17.07,33.4
Narela,1426,2018-02-10,193.46,378.03,53.35,60.54,12.65,29.36
Narela,1426,2018-02-11,159.79,436.44,46.78,63.64,10.74,33.62
Narela,1426,2018-02-12,105.69,241.24,22.73,55.68,5.27,21.27
Narela,1426,2018-02-13,148.13,176.28,25.48,58.37,5.65,26.86
Narela,1426,2018-02-14,85.19,146.56,13.34,41.56,5.58,38.47
Narela,1426,2018-02-15,113.2,166.04,15.78,45.04,6.66,41.7
Narela,1426,2018-02-16,159.82,226.19,18.5,59.06,9.52,41.17
Narela,1426,2018-02-17,176.34,252.47,17.48,57.51,9.14,50.32
Narela,1426,2018-02-18,160.78,247.79,19.27,56.79,7.26,49.85
Narela,1426,2018-02-19,178.89,298.14,27.07,55.95,13.34,51.59
Narela,1426,2018-02-20,183.56,305.56,24.58,58.06,13.61,60.16
Narela,1426,2018-02-21,125.22,309.48,32.03,56.86,10.34,73.63
Narela,1426,2018-02-22,167.41,362.81,36.79,73.04,11.92,51.5
Narela,1426,2018-02-23,182.43,422.47,34.59,82.92,15.23,51.98
Narela,1426,2018-02-24,219.96,451.17,32.21,95.91,16.65,53.38
Narela,1426,2018-02-25,99.17,219.68,19.69,59.24,11.19,43.4
Narela,1426,2018-02-26,72.73,148.61,14.58,46.12,7.13,43.88
Narela,1426,2018-02-27,123.36,199.3,18.39,52.98,9.83,42.93
Narela,1426,2018-02-28,159.97,299.66,24.34,68.41,13.13,39.73
Narela,1426,2018-03-01,145.11,271.78,20.87,62.5,10.39,41.33
Narela,1426,2018-03-02,133.29,283.64,18.4,69.2,12.55,47.07
Narela,1426,2018-03-03,107.86,205.1,15.74,43.18,6.1,27.68
Narela,1426,2018-03-04,82.36,172.1,15.45,47.42,9.39,39.29
Narela,1426,2018-03-05,97.75,174.34,16.07,45.25,10.89,45.74
Narela,1426,2018-03-06,95.58,165.58,15.41,41.41,9.22,54.34
Narela,1426,2018-03-07,114.96,194.79,21.41,39.46,9.51,38.83
Narela,1426,2018-03-08,172.09,329.54,36.82,51.13,16.09,55.59
Narela,1426,2018-03-09,124.62,262.67,30.44,48.05,11.93,49.3
Narela,1426,2018-03-10,89.58,189.0,14.2,46.21,10.56,49.36
Narela,1426,2018-03-11,103.42,192.96,16.55,45.75,11.56,50.69
Narela,1426,2018-03-12,123.12,238.21,18.91,49.51,13.75,52.12
Narela,1426,2018-03-13,136.55,309.88,28.52,54.3,13.98,54.01
Narela,1426,2018-03-14,155.4,433.54,44.54,48.52,14.14,51.61
Narela,1426,2018-03-15,145.57,395.88,24.18,58.82,14.17,31.98
Narela,1426,2018-03-16,116.06,288.42,18.26,56.97,11.92,39.5
Narela,1426,2018-03-17,116.35,231.05,12.24,53.68,10.84,37.45
Narela,1426,2018-03-18,67.88,171.36,10.51,38.57,8.58,73.88
Narela,1426,2018-03-19,95.81,265.22,16.42,53.18,15.98,45.68
Narela,1426,2018-03-20,137.7,352.09,21.99,60.37,19.45,47.64
Narela,1426,2018-03-21,115.84,261.9,15.02,69.96,13.05,40.24
Narela,1426,2018-03-22,97.64,212.48,10.06,61.89,11.61,39.07
Narela,1426,2018-03-23,75.72,181.36,9.51,49.56,10.53,41.33
Narela,1426,2018-03-24,113.29,235.96,8.89,50.39,14.54,50.88
Narela,1426,2018-03-25,106.0,207.29,8.4,48.34,10.85,51.13
Narela,1426,2018-03-26,113.33,240.75,10.06,47.79,14.87,55.66
Narela,1426,2018-03-27,128.9,329.83,25.63,47.76,19.26,42.31
Narela,1426,2018-03-28,140.46,343.62,21.48,47.09,14.12,58.54
Narela,1426,2018-03-29,101.08,230.7,9.35,45.06,13.08,65.22
Narela,1426,2018-03-30,140.84,313.17,13.37,51.74,16.36,68.64
Narela,1426,2018-03-31,126.16,354.41,17.5,50.64,13.65,56.71
Narela,1426,2018-04-01,101.86,272.31,14.45,55.38,10.45,86.56
Narela,1426,2018-04-02,144.65,337.02,17.93,62.78,16.7,66.79
Narela,1426,2018-04-03,157.47,356.11,21.21,68.03,17.58,78.29
Narela,1426,2018-04-04,172.21,392.92,22.82,74.65,17.25,65.99
Narela,1426,2018-04-05,152.17,376.84,24.13,77.36,15.41,58.01
Narela,1426,2018-04-06,129.93,321.5,26.76,65.53,15.31,54.84
Narela,1426,2018-04-07,67.44,194.86,26.6,52.15,9.75,67.63
Narela,1426,2018-04-08,80.04,216.16,25.78,58.05,9.61,66.48
Narela,1426,2018-04-09,65.12,183.76,54.69,62.22,7.36,44.15
Narela,1426,2018-04-10,112.88,313.21,31.78,69.53,9.86,74.67
Narela,1426,2018-04-11,58.92,148.12,18.64,57.61,7.11,36.23
Narela,1426,2018-04-12,55.12,141.83,23.82,45.91,8.4,55.74
Narela,1426,2018-04-13,89.75,220.12,33.89,43.96,10.5,56.17
Narela,1426,2018-04-14,92.9,237.92,27.63,49.12,14.34,57.75
Narela,1426,2018-04-15,122.04,331.13,26.91,53.72,14.65,62.63
Narela,1426,2018-04-16,126.56,375.34,45.47,62.29,14.38,64.24
Narela,1426,2018-04-17,100.75,318.11,33.44,51.11,11.29,55.52
Narela,1426,2018-04-18,79.44,317.19,16.61,43.66,12.29,59.5
Narela,1426,2018-04-19,93.1,320.32,20.12,41.12,12.49,65.91
Narela,1426,2018-04-20,114.71,467.95,24.25,47.35,10.62,45.23
Narela,1426,2018-04-21,93.23,433.15,12.46,39.75,12.76,66.0
Narela,1426,2018-04-22,53.57,242.23,13.73,30.57,12.74,80.05
Narela,1426,2018-04-23,71.53,246.63,17.83,29.81,10.45,84.12
Narela,1426,2018-04-24,118.7,298.33,24.91,37.52,14.37,80.95
Narela,1426,2018-04-25,105.06,438.08,59.35,40.5,23.0,61.17
Narela,1426,2018-04-26,148.85,452.43,41.65,41.17,15.38,79.52
Narela,1426,2018-04-27,125.2,447.81,23.56,69.14,14.34,51.76
Narela,1426,2018-04-28,87.33,399.62,20.59,67.09,9.7,45.3
Narela,1426,2018-04-29,111.17,345.21,23.5,64.13,13.39,50.69
Narela,1426,2018-04-30,103.14,293.58,20.14,62.86,10.63,55.17
Narela,1426,2018-05-01,55.65,199.97,24.75,63.44,9.35,38.13
Narela,1426,2018-05-02,59.95,256.65,20.34,57.98,8.18,35.22
Narela,1426,2018-05-03,49.97,216.53,19.99,44.17,6.3,34.4
Narela,1426,2018-05-04,70.12,165.32,18.71,49.28,8.34,68.01
Narela,1426,2018-05-05,114.42,272.05,34.97,51.45,10.21,75.74
Narela,1426,2018-05-06,132.58,355.52,21.6,56.67,12.81,84.58
Narela,1426,2018-05-07,156.4,363.99,19.08,51.19,14.29,70.19
Narela,1426,2018-05-08,52.65,168.89,9.39,39.32,4.86,98.3
Narela,1426,2018-05-09,96.41,211.52,25.85,64.9,10.51,44.18
Narela,1426,2018-05-10,144.39,279.47,25.29,76.79,11.1,50.7
Narela,1426,2018-05-11,194.03,414.87,34.04,67.27,16.04,76.88
Narela,1426,2018-05-12,196.74,461.4,44.83,84.37,14.52,65.48
Narela,1426,2018-05-13,96.44,310.2,22.28,78.0,5.95,44.11
Narela,1426,2018-05-14,73.47,182.41,22.43,53.46,8.71,51.09
Narela,1426,2018-05-15,110.99,257.52,25.1,70.02,9.35,44.79
Narela,1426,2018-05-16,104.81,230.92,21.81,59.06,7.85,40.18
Narela,1426,2018-05-17,131.42,328.35,21.12,57.83,10.73,42.82
Narela,1426,2018-05-18,137.85,339.05,25.32,59.48,13.21,29.64
Narela,1426,2018-05-19,146.23,353.3,32.74,62.44,12.26,26.22
Narela,1426,2018-05-20,116.21,299.71,22.03,43.26,7.92,13.95
Narela,1426,2018-05-21,87.41,285.42,16.85,50.49,6.4,1.72
Narela,1426,2018-05-22,120.69,318.84,47.13,43.73,2.71,38.67
Narela,1426,2018-05-23,146.47,384.68,47.44,51.29,9.8,32.79
Narela,1426,2018-05-24,121.1,328.35,24.76,64.3,14.01,22.76
Narela,1426,2018-05-25,102.76,311.65,36.23,37.38,10.21,29.45
Narela,1426,2018-05-26,104.64,260.92,36.7,33.99,8.18,29.88
Narela,1426,2018-05-27,140.17,382.68,32.67,36.26,8.12,31.05
Narela,1426,2018-05-28,136.37,338.16,38.39,53.69,12.46,32.38
Narela,1426,2018-05-29,139.98,392.35,41.32,64.99,8.44,37.5
Narela,1426,2018-05-30,82.25,370.4,24.09,74.51,5.89,36.41
Narela,1426,2018-05-31,96.66,289.42,31.95,57.23,7.12,46.16
Narela,1426,2018-06-01,80.69,250.19,21.01,68.11,6.96,35.56
Narela,1426,2018-06-02,63.14,178.8,26.74,48.08,6.39,34.86
Narela,1426,2018-06-03,69.23,165.91,18.25,61.52,5.89,33.99
Narela,1426,2018-06-04,73.7,213.47,24.15,62.83,4.85,27.97
Narela,1426,2018-06-05,65.33,173.51,22.63,60.19,6.17,17.44
Narela,1426,2018-06-06,64.08,166.07,13.91,54.83,4.8,11.46
Narela,1426,2018-06-07,94.81,212.7,22.19,58.59,6.95,10.64
Narela,1426,2018-06-08,91.55,249.15,29.07,60.5,6.34,11.92
Narela,1426,2018-06-09,58.71,158.04,18.37,59.02,3.91,10.02
Narela,1426,2018-06-10,70.72,156.59,19.92,76.89,4.93,56.57
Narela,1426,2018-06-11,69.86,240.75,19.87,68.26,5.36,64.74
Narela,1426,2018-06-12,121.77,845.08,13.58,42.35,4.07,77.87
Narela,1426,2018-06-13,150.21,893.86,10.31,37.26,2.87,29.83
Narela,1426,2018-06-14,126.42,907.44,8.63,28.31,2.2,42.33
Narela,1426,2018-06-15,115.31,683.49,9.05,26.39,3.22,43.11
Narela,1426,2018-06-16,111.4,660.23,15.12,37.66,3.6,38.34
Narela,1426,2018-06-17,62.44,268.19,13.41,48.15,2.81,47.34
Narela,1426,2018-06-18,60.5,181.99,14.58,47.36,5.61,55.38
Narela,1426,2018-06-19,54.3,180.06,12.92,43.35,4.93,73.99
Narela,1426,2018-06-20,68.25,235.49,24.36,44.68,8.16,80.37
Narela,1426,2018-06-21,80.83,399.37,17.37,49.3,8.04,100.96
Narela,1426,2018-06-22,113.29,315.24,22.08,51.42,11.08,88.53
Narela,1426,2018-06-23,103.73,328.6,19.45,49.09,11.75,81.06
Narela,1426,2018-06-24,71.48,221.58,17.29,39.41,9.8,69.04
Narela,1426,2018-06-25,53.15,185.71,20.28,35.76,10.84,44.3
Narela,1426,2018-06-26,15.51,52.56,29.99,29.21,18.31,41.35
Narela,1426,2018-06-27,55.89,119.51,32.04,44.66,7.33,37.46
Narela,1426,2018-06-28,29.22,63.54,35.97,45.06,6.7,24.67
Narela,1426,2018-06-29,40.26,83.56,44.13,37.73,6.29,25.96
Narela,1426,2018-06-30,46.21,83.15,37.56,41.9,6.46,27.33
Narela,1426,2018-07-01,34.73,68.83,23.74,42.79,6.7,21.8
Narela,1426,2018-07-02,41.25,97.31,22.56,32.53,5.79,31.03
Narela,1426,2018-07-03,48.89,115.57,39.44,32.29,9.27,36.23
Narela,1426,2018-07-04,53.85,120.9,32.45,37.52,7.73,44.22
Narela,1426,2018-07-05,58.57,150.45,34.06,41.33,12.08,33.81
Narela,1426,2018-07-06,59.93,158.13,26.35,48.93,8.0,42.51
